user_id,age,gender,country,education_level,employment_status,preferred_category,skill_level,learning_goal,courses_viewed,courses_completed,avg_progress,avg_rating_given,total_watch_time_hours,sessions_per_week,avg_session_duration_min,last_activity_days_ago,completion_rate,dropout_rate,revisit_rate,diversity_score,engagement_score,preferred_course_length,preferred_content_type,time_of_day_preference,cluster,pca_1,pca_2
5034,31,Female,Chile,Basic,Student,AI,Intermediate,Upskill,5,0,45.62,4.72,255.94,11,118.88,14,0.0,1.0,0.46,0.94,0.4189542857142857,Long,Text,Afternoon,1,-2.6143365601161,1.2584081026626566
5035,24,Other,Argentina,Master,Unemployed,Web Dev,Advanced,Upskill,47,23,62.05,3.28,155.0,2,62.06,64,0.4893617021276595,0.5106382978723405,0.96,0.18,0.5057656534954407,Long,Mixed,Morning,0,1.0636729327204855,-0.7203988308026071
5036,60,Male,Argentina,Basic,Student,Cybersecurity,Advanced,Career Change,24,16,53.02,4.11,154.33,11,84.18,79,0.6666666666666666,0.3333333333333333,0.65,0.39,0.6717542857142857,Long,Mixed,Morning,0,1.61650391878705,1.2035656335838583
5037,55,Male,Chile,Master,Employed,Marketing,Beginner,Career Change,48,35,53.05,4.23,8.04,5,27.17,66,0.7291666666666666,0.2708333333333333,0.9,0.99,0.6119928571428571,Short,Text,Afternoon,0,2.768400942732762,-0.778773349559457
5038,52,Other,Chile,Intermediate,Unemployed,AI,Intermediate,Upskill,16,6,18.93,4.25,123.16,12,35.2,67,0.375,0.625,0.94,0.16,0.5955028571428571,Short,Mixed,Morning,1,-0.13692615351650644,1.6351381824906086
5039,49,Other,Argentina,Basic,Unemployed,Marketing,Intermediate,Upskill,12,9,87.55,3.01,133.05,10,27.08,15,0.75,0.25,0.79,0.79,0.7723857142857143,Long,Video,Night,0,1.795509281115742,2.25700070989579
5040,47,Male,Spain,University,Employed,Cybersecurity,Intermediate,Career Change,3,2,13.66,4.42,29.69,12,119.78,27,0.6666666666666666,0.3333333333333333,0.0,0.76,0.4844628571428571,Long,Video,Morning,1,-0.21353059350460546,0.10388303820121932
5041,56,Other,Chile,University,Student,Data Science,Advanced,Hobby,13,6,13.79,2.64,35.51,9,23.5,46,0.4615384615384615,0.5384615384615384,0.28,0.77,0.4148986813186813,Short,Text,Night,1,-0.7474939652836816,-0.49276884155627537
5042,53,Male,Spain,Basic,Student,Cybersecurity,Beginner,Career Change,19,14,45.52,4.67,286.38,11,61.28,64,0.7368421052631579,0.2631578947368421,0.85,0.74,0.7178069172932331,Long,Video,Afternoon,0,1.855915386015497,1.498534386405802
5043,59,Male,Chile,University,Student,Cybersecurity,Intermediate,Hobby,9,4,42.95,2.76,179.71,3,24.1,88,0.4444444444444444,0.5555555555555556,0.68,0.71,0.4195190476190476,Medium,Mixed,Morning,1,-0.8856656043108723,-0.3221678987407591
5044,29,Male,Argentina,Master,Unemployed,Marketing,Advanced,Upskill,24,0,37.92,3.76,185.67,6,35.73,79,0.0,1.0,0.84,0.87,0.3724114285714286,Medium,Mixed,Night,1,-2.4090195097414715,0.21672205812581707
5045,22,Other,Chile,University,Student,Data Science,Beginner,Career Change,38,26,51.71,3.65,168.3,7,26.57,37,0.6842105263157895,0.3157894736842105,0.86,0.81,0.6306831578947368,Long,Video,Night,0,2.1576095579053365,-0.04078341790806022
5046,62,Female,Spain,Basic,Employed,Cybersecurity,Advanced,Career Change,44,28,15.31,3.56,7.91,1,111.44,27,0.6363636363636364,0.3636363636363636,0.49,0.62,0.3409576623376623,Long,Text,Afternoon,0,0.884260203398412,-2.7463456619461613
5047,46,Female,Spain,University,Employed,Marketing,Advanced,Hobby,31,10,98.41,4.9,236.67,2,52.21,41,0.3225806451612903,0.6774193548387097,0.04,0.66,0.34445133640553,Medium,Mixed,Morning,1,-1.014685727795343,-1.3168584579828242
5048,28,Male,Mexico,Basic,Unemployed,Web Dev,Advanced,Career Change,36,31,44.47,3.0,245.07,12,79.98,27,0.8611111111111112,0.1388888888888888,0.15,0.27,0.6344161904761905,Short,Video,Afternoon,0,2.8906494532469096,-0.4272824636695917
5049,61,Male,Chile,University,Student,Web Dev,Advanced,Upskill,29,17,52.48,4.55,206.1,8,102.93,79,0.5862068965517241,0.4137931034482759,0.98,0.88,0.6482506403940886,Short,Mixed,Night,0,1.374401310125837,0.9921870224589965
5050,30,Female,Mexico,University,Employed,Marketing,Beginner,Upskill,4,0,73.73,2.52,32.61,9,25.79,2,0.0,1.0,0.03,0.52,0.3463171428571429,Short,Text,Morning,1,-2.8928985385513313,0.4279484705783528
5051,49,Female,Mexico,Intermediate,Employed,Web Dev,Beginner,Career Change,43,8,24.36,4.52,111.01,3,58.09,13,0.1860465116279069,0.813953488372093,0.43,0.58,0.2548196677740864,Medium,Mixed,Night,1,-1.7370635757431911,-1.9391959054542143
5052,36,Other,Colombia,Master,Unemployed,Data Science,Intermediate,Career Change,30,8,46.54,4.06,33.42,10,44.19,45,0.2666666666666666,0.7333333333333334,0.86,0.2,0.5593657142857142,Medium,Text,Night,1,-0.3588744683461539,1.2255461102875105
5053,41,Male,Mexico,Basic,Unemployed,AI,Beginner,Career Change,10,7,13.03,4.71,205.03,5,35.55,36,0.7,0.3,0.74,0.92,0.4912028571428571,Long,Text,Afternoon,0,0.3122932916574927,-0.3723040114086735
5054,42,Male,Argentina,Intermediate,Employed,Cybersecurity,Beginner,Hobby,3,1,17.3,3.99,151.47,2,58.57,82,0.3333333333333333,0.6666666666666667,0.63,0.4,0.3034571428571428,Medium,Mixed,Night,1,-1.9765849970016247,-0.8623920481069925
5055,35,Female,Mexico,Master,Employed,Marketing,Beginner,Career Change,27,2,26.1,4.63,223.09,9,53.14,57,0.074074074074074,0.925925925925926,0.69,0.12,0.4052793650793651,Medium,Text,Afternoon,1,-1.9293939312208646,0.4026224834415744
5056,20,Female,Spain,Basic,Unemployed,Marketing,Beginner,Hobby,39,11,67.33,2.52,209.88,11,93.99,77,0.282051282051282,0.717948717948718,0.2,0.47,0.4949896703296703,Short,Video,Morning,1,-0.3286279189293037,0.13732202799933035
5057,23,Male,Mexico,Intermediate,Unemployed,Data Science,Beginner,Career Change,24,7,83.93,3.45,123.54,5,27.9,71,0.2916666666666667,0.7083333333333333,0.04,0.76,0.3705028571428572,Medium,Mixed,Night,1,-1.23161456277636,-0.8572337043602629
5058,25,Female,Argentina,Master,Employed,AI,Advanced,Hobby,19,12,14.73,4.08,102.7,11,65.16,10,0.631578947368421,0.368421052631579,0.76,0.78,0.606647969924812,Long,Mixed,Afternoon,0,0.9471640250272888,0.7678356137564227
5059,43,Other,Spain,Basic,Employed,Web Dev,Advanced,Hobby,22,0,50.16,3.85,141.17,9,26.29,28,0.0,1.0,0.53,0.76,0.3991771428571429,Medium,Video,Morning,1,-2.3418982356467444,0.5812042609601664
5060,35,Female,Mexico,University,Student,Marketing,Intermediate,Career Change,44,2,67.73,2.6,97.38,8,26.67,71,0.0454545454545454,0.9545454545454546,0.01,0.92,0.322524935064935,Short,Video,Afternoon,1,-2.1228163815184624,-0.9809722785175515
5061,32,Other,Spain,University,Unemployed,Data Science,Advanced,Career Change,26,5,46.99,4.1,108.56,11,97.72,22,0.1923076923076923,0.8076923076923077,0.8,0.95,0.5473865934065935,Short,Video,Night,1,-0.885522161514753,1.4415455236193464
5062,58,Male,Chile,Basic,Unemployed,Marketing,Beginner,Upskill,29,3,20.37,4.21,35.65,11,102.16,48,0.1034482758620689,0.896551724137931,0.53,0.63,0.4134887684729064,Medium,Video,Afternoon,1,-1.778468530583846,0.384345448804007
5063,25,Male,Colombia,Intermediate,Student,Web Dev,Intermediate,Upskill,35,18,48.48,3.22,42.77,8,5.06,83,0.5142857142857142,0.4857142857142857,0.24,0.8,0.4706742857142857,Medium,Text,Night,0,0.5572890098006675,-1.0217927580504989
5064,61,Other,Argentina,Basic,Unemployed,Data Science,Intermediate,Hobby,5,1,54.29,3.53,233.92,13,65.99,46,0.2,0.8,0.36,0.2,0.5191514285714286,Medium,Video,Afternoon,1,-1.4531564600236788,1.730942711681464
5065,40,Female,Spain,University,Employed,Marketing,Beginner,Hobby,36,10,65.5,3.8,234.73,5,105.04,9,0.2777777777777778,0.7222222222222222,0.12,0.68,0.3454761904761905,Long,Text,Morning,1,-1.1225119622002613,-1.191562056794864
5066,47,Female,Chile,University,Unemployed,Data Science,Advanced,Upskill,22,5,42.0,2.73,201.78,10,11.85,10,0.2272727272727272,0.7727272727272727,0.55,0.99,0.4764675324675325,Long,Video,Morning,1,-1.088263543954015,0.5323413543413757
5067,51,Female,Colombia,Master,Student,Web Dev,Intermediate,Upskill,2,1,91.3,2.79,280.39,6,32.06,36,0.5,0.5,0.08,0.12,0.4771714285714285,Long,Video,Afternoon,1,-0.7433466139380461,0.4035577899893948
5068,57,Other,Mexico,Basic,Unemployed,Data Science,Advanced,Career Change,16,13,85.23,4.45,97.01,9,110.18,31,0.8125,0.1875,0.75,0.39,0.7570671428571429,Short,Mixed,Morning,0,2.135329327886938,1.9976357214042901
5069,40,Male,Chile,Master,Unemployed,Marketing,Intermediate,Hobby,17,11,35.17,3.46,69.55,7,27.91,0,0.6470588235294118,0.3529411764705882,0.89,0.27,0.5924576470588235,Medium,Text,Afternoon,0,0.8824977396116003,0.6821844745173569
5070,44,Other,Colombia,Master,Unemployed,Marketing,Intermediate,Upskill,31,7,40.53,4.91,84.33,9,63.71,58,0.2258064516129032,0.7741935483870968,0.02,0.87,0.3456590783410138,Long,Video,Night,1,-1.4637373425359725,-0.949007948094683
5071,32,Male,Mexico,Master,Student,Cybersecurity,Advanced,Upskill,18,9,22.86,3.83,34.32,12,119.13,2,0.5,0.5,0.42,0.59,0.5368628571428571,Long,Mixed,Afternoon,1,0.04461291995829582,0.666356090262688
5072,21,Male,Chile,Master,Student,Marketing,Advanced,Career Change,30,6,98.83,3.88,13.7,4,102.9,26,0.2,0.8,0.41,0.24,0.4253742857142857,Long,Text,Night,1,-1.2825363281114284,0.16209791674029866
5073,45,Other,Chile,Basic,Student,Marketing,Intermediate,Hobby,18,2,75.99,4.58,296.74,2,117.09,60,0.1111111111111111,0.8888888888888888,0.84,0.42,0.3961704761904762,Long,Mixed,Morning,1,-2.0142530714532803,0.4588666653773375
5074,58,Female,Mexico,University,Unemployed,Data Science,Intermediate,Hobby,29,10,21.22,3.77,271.45,9,58.02,85,0.3448275862068966,0.6551724137931034,0.34,0.15,0.4067454187192118,Long,Mixed,Afternoon,1,-0.6769662788609999,-0.6160897467078038
5075,37,Other,Chile,Master,Student,AI,Advanced,Upskill,23,13,56.2,4.43,162.56,9,13.63,70,0.5652173913043478,0.4347826086956522,0.53,0.31,0.5808223602484472,Long,Mixed,Night,0,0.8017939944660244,0.5191040414738707
5076,55,Female,Spain,Intermediate,Student,Web Dev,Advanced,Hobby,29,16,20.86,3.9,153.25,8,31.48,53,0.5517241379310345,0.4482758620689655,0.69,0.65,0.5166658128078817,Long,Video,Night,0,0.6941279447949775,-0.2943747656147591
5077,51,Female,Mexico,Intermediate,Employed,AI,Intermediate,Upskill,46,35,96.62,4.6,210.24,5,96.47,57,0.7608695652173914,0.2391304347826086,0.53,0.67,0.6346437267080746,Short,Video,Afternoon,0,2.900155575808798,-0.49005377079617385
5078,53,Female,Chile,Master,Employed,Cybersecurity,Intermediate,Hobby,2,1,31.59,3.74,102.27,9,35.87,46,0.5,0.5,0.73,0.24,0.5520371428571429,Medium,Mixed,Afternoon,1,-0.41027012238711297,1.2547304481701522
5079,42,Other,Mexico,Master,Unemployed,AI,Beginner,Career Change,9,6,67.61,3.06,196.06,12,42.97,5,0.6666666666666666,0.3333333333333333,0.88,0.27,0.7683628571428571,Long,Text,Afternoon,0,1.3390854013089641,2.719439200368563
5080,38,Male,Argentina,University,Unemployed,Marketing,Beginner,Career Change,19,14,42.78,3.53,99.17,9,72.19,20,0.7368421052631579,0.2631578947368421,0.21,0.77,0.5414697744360902,Short,Video,Night,0,1.0574934526744333,-0.27111494274722786
5081,60,Male,Argentina,University,Unemployed,AI,Intermediate,Career Change,11,2,70.55,4.52,18.2,6,112.1,87,0.1818181818181818,0.8181818181818181,0.56,0.2,0.4362168831168831,Short,Mixed,Morning,1,-1.7318650564346545,0.870136465440091
5082,31,Female,Argentina,Intermediate,Employed,Data Science,Advanced,Hobby,17,7,93.14,4.54,61.53,2,68.91,75,0.4117647058823529,0.5882352941176471,0.54,0.12,0.4606665546218487,Short,Text,Afternoon,1,-0.5947054650737746,0.09994018782667476
5083,53,Female,Argentina,Master,Student,AI,Intermediate,Upskill,1,0,72.45,3.9,209.58,9,46.28,24,0.0,1.0,0.42,0.91,0.4217571428571428,Short,Video,Morning,1,-2.6057164426437,1.270085892875002
5084,38,Female,Argentina,Intermediate,Student,AI,Advanced,Hobby,42,33,28.52,3.63,109.36,13,66.59,86,0.7857142857142857,0.2142857142857143,0.6,0.47,0.6913257142857143,Long,Mixed,Morning,0,3.120909769907092,0.162778064770506
5085,35,Other,Chile,Basic,Student,Marketing,Beginner,Career Change,25,1,57.91,4.03,268.21,4,52.94,20,0.04,0.96,0.93,0.18,0.3995342857142857,Long,Text,Morning,1,-2.13540313084571,0.5302997580896908
5086,58,Male,Mexico,University,Student,Web Dev,Beginner,Career Change,32,20,34.04,3.48,55.27,5,76.64,78,0.625,0.375,0.01,0.62,0.3647228571428572,Medium,Mixed,Night,0,0.44290953763548846,-2.1677708538595684
5087,53,Other,Colombia,Intermediate,Unemployed,Marketing,Advanced,Career Change,28,7,43.69,3.95,79.52,6,53.49,86,0.25,0.75,0.54,0.93,0.3989514285714285,Short,Text,Afternoon,1,-1.192278196728912,-0.4263833660050463
5088,40,Female,Chile,Basic,Student,AI,Advanced,Hobby,12,4,47.38,2.71,46.07,13,65.22,41,0.3333333333333333,0.6666666666666667,0.68,0.1,0.6093314285714286,Short,Text,Night,1,-0.4116052008717009,2.080907165501749
5089,55,Other,Spain,University,Employed,Marketing,Intermediate,Career Change,23,6,32.73,2.7,122.84,6,41.33,89,0.2608695652173913,0.7391304347826086,0.55,0.78,0.3822922981366459,Short,Video,Morning,1,-1.325380249008098,-0.5291101958448554
5090,45,Female,Chile,University,Student,AI,Advanced,Career Change,3,0,66.98,2.71,208.05,8,33.73,35,0.0,1.0,0.65,0.35,0.4353885714285714,Long,Text,Night,1,-2.489398560736779,1.4253565506205392
5091,51,Male,Chile,University,Unemployed,Cybersecurity,Beginner,Career Change,38,26,57.37,3.17,297.52,6,7.32,23,0.6842105263157895,0.3157894736842105,0.21,0.83,0.4905745864661654,Long,Text,Night,0,1.56259855875335,-1.4941838036142372
5092,45,Female,Chile,University,Unemployed,Web Dev,Beginner,Hobby,17,14,84.06,2.75,12.43,3,80.6,88,0.8235294117647058,0.1764705882352941,0.67,0.66,0.6134645378151261,Short,Text,Night,0,1.6302691179750484,0.2345638079836353
5093,33,Female,Chile,Master,Student,Cybersecurity,Intermediate,Career Change,27,16,78.58,2.73,109.27,11,49.26,11,0.5925925925925926,0.4074074074074074,0.61,0.54,0.6926520634920634,Medium,Video,Afternoon,0,1.494742357930322,1.4439063971225834
5094,35,Female,Mexico,Basic,Student,Marketing,Intermediate,Career Change,25,4,46.76,4.72,275.73,10,73.48,74,0.16,0.84,0.65,0.96,0.4858057142857143,Medium,Video,Morning,1,-1.2779638647361513,0.8344218012177446
5095,48,Other,Spain,Basic,Student,Web Dev,Beginner,Hobby,27,15,93.42,4.56,151.06,13,61.86,42,0.5555555555555556,0.4444444444444444,0.73,0.26,0.7780780952380952,Short,Text,Night,0,1.7212873156216155,2.5252376983454927
5096,54,Female,Chile,Basic,Unemployed,Cybersecurity,Beginner,Hobby,18,10,81.94,2.79,28.1,6,22.42,32,0.5555555555555556,0.4444444444444444,0.55,0.52,0.5691180952380952,Long,Mixed,Night,0,0.47887221010062414,0.6199574580053704
5097,63,Other,Colombia,Basic,Unemployed,Data Science,Beginner,Career Change,24,12,49.18,4.23,52.08,9,96.42,45,0.5,0.5,0.33,0.99,0.5072171428571428,Medium,Mixed,Night,0,0.15586325827364686,0.046519731175484864
5098,30,Female,Argentina,University,Employed,Web Dev,Intermediate,Career Change,7,0,39.25,4.99,297.06,1,35.73,56,0.0,1.0,0.94,0.86,0.2879285714285714,Long,Text,Night,1,-3.052598630049023,-0.27708516812740996
5099,44,Female,Spain,Master,Unemployed,Web Dev,Advanced,Hobby,33,19,73.02,2.98,234.5,3,86.29,87,0.5757575757575758,0.4242424242424242,0.27,0.78,0.437052987012987,Long,Text,Night,0,0.5934165668791792,-1.3662629956713257
5100,22,Male,Spain,Intermediate,Unemployed,Cybersecurity,Advanced,Hobby,22,16,95.86,2.9,229.62,1,88.42,20,0.7272727272727273,0.2727272727272727,0.05,0.28,0.4413303896103895,Long,Mixed,Afternoon,0,0.7562454251787357,-1.3412562703559494
5101,18,Other,Argentina,Master,Employed,Data Science,Intermediate,Career Change,30,25,63.96,2.79,245.41,9,14.2,25,0.8333333333333334,0.1666666666666666,0.9,0.28,0.7507771428571429,Short,Mixed,Night,0,2.994851610464066,1.0190697710386694
5102,54,Male,Spain,Intermediate,Unemployed,Marketing,Beginner,Hobby,34,25,81.67,4.77,170.95,4,31.11,52,0.7352941176470589,0.2647058823529411,0.94,0.82,0.6576425210084035,Long,Text,Night,0,2.3358907251426375,0.24194700005434921
5103,30,Other,Spain,Intermediate,Employed,Web Dev,Beginner,Upskill,14,10,60.44,4.02,176.56,9,109.94,53,0.7142857142857143,0.2857142857142857,0.14,0.78,0.5560228571428572,Medium,Mixed,Morning,0,0.7921293422351136,0.14974327604955956
5104,57,Male,Mexico,Basic,Student,Data Science,Intermediate,Career Change,27,25,66.1,3.92,163.79,6,59.65,80,0.925925925925926,0.074074074074074,0.95,0.1,0.7285492063492063,Short,Text,Night,0,3.117843882463289,0.7387008031623777
5105,24,Female,Spain,Basic,Unemployed,Marketing,Intermediate,Career Change,6,3,28.35,4.12,233.55,5,101.56,84,0.5,0.5,0.04,0.46,0.3218428571428571,Medium,Video,Night,1,-1.2901764481126963,-1.2734688369595857
5106,62,Other,Colombia,Intermediate,Employed,Web Dev,Intermediate,Career Change,46,22,54.35,3.81,203.44,4,107.26,65,0.4782608695652174,0.5217391304347826,0.22,0.78,0.3818925465838509,Long,Text,Morning,0,0.36214625657153515,-1.9118904208246141
5107,22,Female,Chile,Basic,Employed,Cybersecurity,Beginner,Hobby,7,6,52.4,4.55,151.57,10,92.73,43,0.8571428571428571,0.1428571428571429,0.14,0.44,0.6042285714285714,Short,Mixed,Night,0,1.1626462372583257,0.5362514859290034
5108,47,Other,Argentina,Basic,Student,Web Dev,Advanced,Hobby,1,0,32.26,4.0,178.74,4,77.53,49,0.0,1.0,0.39,0.81,0.2282342857142857,Medium,Video,Morning,1,-3.4404413370987226,-0.6210643711632252
5109,54,Male,Argentina,Basic,Student,Data Science,Advanced,Hobby,46,44,53.35,4.85,94.54,5,45.16,33,0.9565217391304348,0.0434782608695651,0.7,0.73,0.6407993788819876,Short,Text,Afternoon,0,3.9480275349784786,-1.1988146866015625
5110,43,Other,Spain,Basic,Unemployed,Data Science,Intermediate,Upskill,30,29,75.69,4.84,51.43,13,68.59,55,0.9666666666666668,0.0333333333333333,0.85,0.2,0.8899514285714286,Short,Video,Night,0,4.145572801211012,2.1063944731262785
5111,64,Female,Chile,University,Unemployed,AI,Advanced,Hobby,41,6,90.22,4.43,181.58,6,26.67,77,0.1463414634146341,0.8536585365853658,0.05,0.68,0.3629138675958188,Short,Video,Morning,1,-1.467567042930365,-0.7923264981362326
5112,35,Other,Spain,Basic,Student,Marketing,Advanced,Upskill,31,19,54.94,2.95,203.25,1,52.44,52,0.6129032258064516,0.3870967741935484,0.7,0.41,0.4551795391705068,Short,Video,Afternoon,0,0.7609726053331703,-1.1946207431516664
5113,38,Male,Mexico,Basic,Student,Web Dev,Intermediate,Career Change,41,38,70.69,3.84,295.14,5,70.82,37,0.926829268292683,0.073170731707317,0.24,0.22,0.574571637630662,Short,Video,Morning,0,3.240673997863773,-1.5154625064134395
5114,18,Female,Mexico,Master,Unemployed,Data Science,Advanced,Career Change,10,2,84.49,2.85,205.96,5,112.99,10,0.2,0.8,0.82,0.95,0.5001228571428571,Long,Mixed,Morning,1,-1.4488938547326093,1.337624970004588
5115,34,Other,Mexico,Intermediate,Student,Web Dev,Advanced,Hobby,30,13,86.7,2.91,122.24,6,114.44,88,0.4333333333333333,0.5666666666666667,0.31,0.96,0.4939714285714285,Medium,Video,Night,1,0.046536576706807914,-0.1479198202783657
5116,19,Female,Argentina,Basic,Student,Cybersecurity,Intermediate,Career Change,39,9,55.12,3.26,29.88,8,119.61,39,0.2307692307692307,0.7692307692307692,0.95,0.63,0.5408993406593406,Short,Text,Night,1,-0.42733302191035005,0.9500476162749736
5117,57,Female,Argentina,University,Employed,Cybersecurity,Beginner,Hobby,31,4,64.81,3.44,77.07,6,115.7,16,0.1290322580645161,0.8709677419354839,0.14,0.89,0.3249011059907834,Short,Video,Afternoon,1,-2.040688157452435,-0.696251478832838
5118,56,Female,Mexico,Master,Employed,Data Science,Beginner,Career Change,15,12,84.58,3.77,110.4,3,70.6,40,0.8,0.1999999999999999,0.23,0.62,0.5194457142857143,Short,Text,Morning,0,1.01285096891556,-0.5109703815455785
5119,33,Female,Spain,Intermediate,Employed,Web Dev,Advanced,Upskill,49,43,82.5,3.9,280.44,8,23.32,69,0.8775510204081632,0.1224489795918367,0.52,0.6,0.7036938775510204,Long,Text,Morning,0,4.031232115860393,-0.5433786757200258
5120,55,Male,Spain,Intermediate,Employed,Cybersecurity,Advanced,Career Change,4,0,61.0,4.04,210.38,3,100.47,4,0.0,1.0,0.8,0.85,0.3462857142857143,Long,Text,Night,1,-2.9125195869070644,0.5941527680109778
5121,23,Female,Spain,Basic,Unemployed,Web Dev,Advanced,Hobby,18,5,93.69,4.68,129.68,9,101.0,23,0.2777777777777778,0.7222222222222222,0.21,0.8,0.5055704761904761,Short,Mixed,Morning,1,-0.9210179119270839,0.9186850810937622
5122,59,Other,Colombia,Master,Employed,Marketing,Advanced,Hobby,1,0,36.29,4.7,259.37,7,118.13,31,0.0,1.0,0.55,0.66,0.33258,Medium,Text,Afternoon,1,-3.0285779357448512,0.5673967763145721
5123,59,Female,Argentina,Master,Unemployed,Data Science,Advanced,Career Change,14,0,82.56,3.82,293.63,12,23.69,74,0.0,1.0,0.34,0.14,0.4902628571428571,Short,Mixed,Morning,1,-2.0372652094502355,1.7426569606591995
5124,44,Female,Mexico,Intermediate,Employed,Data Science,Beginner,Upskill,16,2,81.54,3.21,195.5,11,103.98,25,0.125,0.875,0.18,0.55,0.4722942857142857,Long,Text,Afternoon,1,-1.7257160980413588,1.166389754680554
5125,51,Male,Spain,University,Student,Cybersecurity,Beginner,Hobby,38,25,81.65,4.47,50.25,13,53.38,11,0.6578947368421053,0.3421052631578947,0.14,0.8,0.6672398496240601,Long,Video,Night,0,2.1478525123344885,0.5299774004315703
5126,23,Male,Colombia,University,Unemployed,Marketing,Intermediate,Career Change,37,17,83.17,4.19,291.24,2,20.13,35,0.4594594594594595,0.5405405405405406,0.37,0.54,0.4210349806949807,Short,Text,Night,0,0.1599060396641488,-1.308134096671832
5127,20,Other,Mexico,Basic,Employed,Cybersecurity,Advanced,Upskill,28,9,74.92,4.89,262.98,10,53.85,61,0.3214285714285714,0.6785714285714286,0.62,0.78,0.5845542857142857,Medium,Video,Morning,1,-0.06932116595084419,1.1773076239664926
5128,39,Female,Argentina,Master,Unemployed,Cybersecurity,Beginner,Upskill,17,16,56.35,4.95,155.44,8,58.91,6,0.9411764705882352,0.0588235294117647,0.96,0.76,0.7584815126050419,Medium,Mixed,Night,0,2.6989257320980804,1.3954079898147507
5129,58,Male,Spain,University,Student,Cybersecurity,Advanced,Hobby,8,5,61.95,4.09,220.68,9,112.31,24,0.625,0.375,0.11,0.19,0.5262571428571429,Medium,Mixed,Night,0,0.07762565471925287,0.549531093237667
5130,63,Female,Mexico,Master,Student,AI,Advanced,Upskill,2,1,92.64,3.05,219.9,10,100.34,12,0.5,0.5,0.1,0.82,0.5695657142857142,Short,Mixed,Night,1,-0.4144593471785262,1.4455366018384763
5131,34,Female,Argentina,Basic,Student,AI,Beginner,Hobby,44,37,69.86,2.93,40.23,7,54.81,15,0.8409090909090909,0.159090909090909,0.65,0.97,0.6719927272727273,Medium,Video,Night,0,3.359270038374107,-0.40891474725320315
5132,18,Other,Chile,University,Employed,AI,Intermediate,Hobby,19,12,67.9,4.15,240.04,9,70.95,9,0.631578947368421,0.368421052631579,0.35,0.15,0.5881308270676692,Short,Mixed,Night,0,0.877598768551809,0.617256153447176
5133,19,Female,Chile,Master,Student,Web Dev,Advanced,Career Change,4,2,61.21,3.57,94.57,12,58.61,23,0.5,0.5,0.65,0.44,0.6595628571428571,Long,Text,Night,0,0.09254629407289823,2.253655855853678
5134,32,Other,Argentina,Master,Student,Web Dev,Intermediate,Career Change,10,1,89.71,3.54,226.95,11,119.81,84,0.1,0.9,0.75,0.81,0.5951342857142857,Medium,Video,Afternoon,1,-1.3921588701109846,2.588632840586756
5135,62,Female,Argentina,Intermediate,Employed,Marketing,Intermediate,Career Change,10,0,78.46,3.34,100.7,6,91.0,59,0.0,1.0,0.44,0.42,0.3734914285714286,Long,Text,Morning,1,-2.6820063533888243,0.7346098853905237
5136,27,Other,Spain,Intermediate,Unemployed,Web Dev,Beginner,Hobby,2,0,44.94,2.64,217.84,9,7.57,12,0.0,1.0,0.61,0.39,0.4047371428571429,Medium,Text,Morning,1,-2.6173059072624003,1.0622341724495605
5137,52,Male,Colombia,Master,Student,Cybersecurity,Intermediate,Hobby,24,2,74.57,3.19,28.88,4,11.32,58,0.0833333333333333,0.9166666666666666,0.96,0.69,0.4518542857142857,Short,Mixed,Night,1,-1.7203852194189693,0.7766946413152229
5138,28,Male,Chile,Intermediate,Student,Marketing,Advanced,Upskill,49,23,15.01,2.82,152.02,10,108.01,50,0.4693877551020408,0.5306122448979591,0.89,0.22,0.5631220408163266,Long,Text,Night,0,1.224015887078018,-0.0274361144754151
5139,60,Other,Chile,University,Unemployed,AI,Beginner,Career Change,9,7,39.31,4.66,225.46,5,45.7,46,0.7777777777777778,0.2222222222222222,0.8,0.95,0.5790961904761905,Short,Mixed,Night,0,0.9199160649594693,0.35965794961396313
5140,64,Other,Mexico,Intermediate,Employed,Web Dev,Beginner,Career Change,6,2,53.83,2.59,182.08,12,94.54,23,0.3333333333333333,0.6666666666666667,0.28,0.47,0.5208028571428571,Short,Mixed,Morning,1,-1.0029637012122006,1.351947022594788
5141,35,Female,Argentina,Master,Employed,Marketing,Intermediate,Hobby,10,4,75.44,4.94,278.57,13,9.89,64,0.4,0.6,0.76,0.73,0.7014514285714286,Medium,Text,Night,0,0.19284800632547,2.6092676368130454
5142,57,Male,Mexico,Basic,Unemployed,Data Science,Beginner,Career Change,38,16,65.22,3.8,127.71,7,104.55,83,0.4210526315789473,0.5789473684210527,0.49,0.65,0.5047557894736842,Long,Video,Morning,0,0.33791871934049733,-0.16842132635803828
5143,55,Female,Argentina,Master,Employed,Cybersecurity,Beginner,Career Change,11,7,10.13,2.68,111.17,5,101.16,9,0.6363636363636364,0.3636363636363636,0.7,0.96,0.458311948051948,Long,Video,Afternoon,0,-0.06782545616912099,-0.4047692138418784
5144,51,Male,Argentina,Intermediate,Unemployed,Cybersecurity,Intermediate,Hobby,25,3,99.23,4.83,108.93,6,65.69,88,0.12,0.88,0.16,0.51,0.3950314285714286,Medium,Mixed,Afternoon,1,-1.8244825884434481,0.11064324946900335
5145,39,Female,Mexico,Master,Student,Cybersecurity,Advanced,Career Change,30,24,62.04,4.96,56.46,6,96.49,36,0.8,0.1999999999999999,0.67,0.26,0.6266514285714285,Short,Text,Morning,0,2.246420906204915,0.11027328643863689
