user_id,age,gender,country,education_level,employment_status,preferred_category,skill_level,learning_goal,courses_viewed,courses_completed,avg_progress,avg_rating_given,total_watch_time_hours,sessions_per_week,avg_session_duration_min,last_activity_days_ago,completion_rate,dropout_rate,revisit_rate,diversity_score,engagement_score,preferred_course_length,preferred_content_type,time_of_day_preference
3979,46,Other,Mexico,Basic,Unemployed,Data Science,Beginner,Upskill,39,31,45.0,4.08,179.19,8,7.01,54,0.7948717948717948,0.20512820512820518,0.71,0.76,0.6418901098901099,Short,Text,Night
3980,19,Female,Mexico,University,Student,Data Science,Beginner,Upskill,36,5,19.12,2.93,218.62,6,21.81,30,0.1388888888888889,0.8611111111111112,0.25,0.71,0.25847809523809523,Short,Mixed,Night
3981,50,Male,Chile,Master,Student,Data Science,Intermediate,Career Change,22,16,48.71,2.63,174.38,9,6.68,63,0.7272727272727273,0.2727272727272727,0.34,0.7,0.5764589610389611,Short,Text,Night
3982,18,Male,Argentina,Intermediate,Employed,Web Dev,Intermediate,Career Change,24,1,31.52,4.12,18.69,9,113.97,20,0.041666666666666664,0.9583333333333334,0.36,0.41,0.34039714285714284,Long,Mixed,Morning
3983,23,Male,Chile,University,Unemployed,Marketing,Advanced,Upskill,45,44,81.82,3.53,177.92,10,81.61,20,0.9777777777777777,0.022222222222222254,0.69,0.98,0.8092590476190477,Short,Mixed,Afternoon
3984,52,Male,Chile,Master,Unemployed,Data Science,Advanced,Hobby,11,8,45.46,4.6,44.25,6,115.17,89,0.7272727272727273,0.2727272727272727,0.9,0.76,0.6176732467532468,Medium,Mixed,Afternoon
3985,58,Male,Chile,Master,Student,Web Dev,Advanced,Upskill,32,25,71.54,2.91,163.87,7,11.29,20,0.78125,0.21875,0.24,0.51,0.575455,Medium,Text,Night
3986,47,Other,Spain,Basic,Unemployed,Marketing,Advanced,Upskill,28,3,67.33,3.64,53.36,8,102.04,41,0.10714285714285714,0.8928571428571429,0.1,0.61,0.35823142857142853,Short,Video,Morning
3987,38,Other,Chile,University,Unemployed,Web Dev,Intermediate,Hobby,8,4,38.13,4.92,241.26,3,112.7,60,0.5,0.5,0.78,0.99,0.4465457142857143,Medium,Mixed,Morning
3988,49,Male,Spain,Intermediate,Unemployed,Marketing,Advanced,Hobby,26,3,75.51,3.15,14.76,6,44.86,23,0.11538461538461539,0.8846153846153846,0.64,0.63,0.4422068131868132,Long,Mixed,Afternoon
3989,31,Other,Mexico,Basic,Student,Web Dev,Intermediate,Upskill,13,9,61.22,3.72,259.33,12,102.71,11,0.6923076923076923,0.3076923076923077,0.14,0.6,0.6152751648351648,Short,Video,Night
3990,52,Other,Argentina,Intermediate,Student,Cybersecurity,Advanced,Upskill,26,24,51.39,4.59,98.94,4,28.08,26,0.9230769230769231,0.07692307692307687,0.29,0.2,0.5234173626373627,Long,Video,Morning
3991,32,Male,Chile,Basic,Employed,Cybersecurity,Intermediate,Upskill,23,7,90.2,3.4,147.8,7,102.31,72,0.30434782608695654,0.6956521739130435,0.67,0.73,0.555704347826087,Medium,Mixed,Afternoon
3992,39,Other,Colombia,Basic,Unemployed,AI,Beginner,Hobby,6,5,62.23,3.99,237.43,8,45.92,86,0.8333333333333334,0.16666666666666663,0.05,0.88,0.5558885714285714,Medium,Text,Night
3993,30,Male,Mexico,Basic,Unemployed,Data Science,Intermediate,Hobby,12,5,87.11,2.71,116.25,9,8.05,34,0.4166666666666667,0.5833333333333333,0.63,0.9,0.6180771428571429,Short,Text,Morning
3994,18,Female,Chile,University,Student,Cybersecurity,Intermediate,Hobby,36,29,19.34,4.16,139.03,5,98.23,53,0.8055555555555556,0.19444444444444442,0.95,0.58,0.5774895238095238,Long,Mixed,Morning
3995,31,Male,Mexico,Basic,Employed,Web Dev,Beginner,Upskill,24,20,43.69,4.34,213.39,3,89.84,39,0.8333333333333334,0.16666666666666663,0.11,0.83,0.4236657142857143,Medium,Text,Night
3996,61,Female,Spain,Basic,Unemployed,Marketing,Beginner,Upskill,28,21,24.4,4.56,109.87,12,93.57,39,0.75,0.25,0.24,0.79,0.5789428571428571,Medium,Mixed,Night
3997,35,Male,Mexico,Intermediate,Employed,Data Science,Beginner,Upskill,48,33,85.06,4.27,175.98,7,85.01,69,0.6875,0.3125,0.69,0.38,0.66437,Short,Mixed,Night
3998,56,Other,Argentina,University,Employed,AI,Beginner,Career Change,48,40,57.59,3.42,237.69,12,29.95,37,0.8333333333333334,0.16666666666666663,0.73,0.27,0.7683228571428572,Medium,Video,Night
3999,60,Female,Spain,Basic,Employed,Data Science,Intermediate,Career Change,24,7,68.98,4.82,181.92,6,92.29,27,0.2916666666666667,0.7083333333333333,0.86,0.6,0.5260314285714286,Short,Text,Night
4000,41,Male,Argentina,Basic,Employed,Web Dev,Beginner,Upskill,31,3,28.68,4.16,286.06,4,73.68,80,0.0967741935483871,0.9032258064516129,0.53,0.41,0.27810654377880184,Medium,Text,Night
4001,41,Male,Chile,Intermediate,Employed,Data Science,Beginner,Career Change,39,10,39.67,4.61,20.41,10,43.5,23,0.2564102564102564,0.7435897435897436,0.94,0.51,0.5585487912087912,Short,Text,Morning
4002,32,Male,Colombia,Basic,Employed,Data Science,Advanced,Career Change,42,1,90.63,3.6,208.95,9,27.05,9,0.023809523809523808,0.9761904761904762,0.82,0.37,0.54526,Short,Video,Afternoon
4003,18,Female,Mexico,Intermediate,Student,Data Science,Advanced,Hobby,17,0,50.14,2.51,94.51,13,77.71,43,0.0,1.0,0.84,0.42,0.5468514285714285,Medium,Mixed,Morning
4004,29,Female,Mexico,Master,Student,AI,Intermediate,Upskill,29,22,45.28,3.04,168.58,7,63.13,58,0.7586206896551724,0.24137931034482762,0.28,0.84,0.5241462068965518,Short,Text,Morning
4005,29,Other,Chile,Master,Unemployed,Marketing,Advanced,Career Change,30,9,93.78,2.72,186.59,7,9.77,87,0.3,0.7,0.32,0.27,0.49156,Medium,Text,Morning
4006,53,Other,Chile,University,Student,Web Dev,Advanced,Career Change,17,13,81.56,3.36,45.77,4,50.19,83,0.7647058823529411,0.23529411764705888,0.12,0.37,0.5022460504201681,Short,Video,Afternoon
4007,24,Male,Chile,Master,Student,Web Dev,Beginner,Upskill,9,6,91.95,4.48,155.83,7,16.47,66,0.6666666666666666,0.33333333333333337,0.28,0.14,0.5899,Short,Mixed,Afternoon
4008,31,Female,Chile,University,Employed,Web Dev,Advanced,Hobby,36,31,27.88,2.7,98.85,7,33.12,12,0.8611111111111112,0.13888888888888884,0.95,0.23,0.6540933333333334,Long,Text,Night
4009,61,Other,Chile,Intermediate,Unemployed,Web Dev,Beginner,Hobby,10,6,60.8,3.63,140.12,8,60.39,43,0.6,0.4,0.13,0.28,0.4990285714285714,Medium,Mixed,Afternoon
4010,59,Female,Mexico,University,Student,AI,Advanced,Hobby,39,6,48.69,4.5,101.11,5,71.9,45,0.15384615384615385,0.8461538461538461,0.74,0.73,0.3986767032967033,Long,Video,Morning
4011,25,Other,Chile,University,Employed,Data Science,Intermediate,Career Change,32,19,60.0,4.49,114.7,7,44.48,76,0.59375,0.40625,0.6,0.42,0.568125,Short,Mixed,Afternoon
4012,33,Female,Spain,University,Employed,Web Dev,Intermediate,Hobby,39,35,85.23,3.51,231.32,8,9.9,28,0.8974358974358975,0.10256410256410253,0.53,0.4,0.7171193406593407,Medium,Text,Night
4013,20,Female,Chile,Intermediate,Employed,Cybersecurity,Beginner,Hobby,46,41,20.77,3.39,108.1,9,81.67,46,0.8913043478260869,0.10869565217391308,0.49,0.47,0.5997884472049689,Medium,Text,Morning
4014,35,Other,Chile,Basic,Student,Web Dev,Intermediate,Hobby,42,32,23.75,3.59,28.7,12,60.25,34,0.7619047619047619,0.23809523809523814,0.34,0.69,0.6012142857142857,Short,Mixed,Afternoon
4015,23,Female,Spain,Master,Unemployed,AI,Intermediate,Upskill,35,5,84.56,4.18,290.15,7,79.13,66,0.14285714285714285,0.8571428571428572,0.56,0.35,0.4739771428571429,Short,Video,Night
4016,18,Other,Argentina,Master,Student,AI,Intermediate,Hobby,9,0,49.66,3.22,151.82,8,39.73,57,0.0,1.0,0.71,0.22,0.41274857142857135,Short,Mixed,Afternoon
4017,39,Other,Argentina,University,Unemployed,Web Dev,Intermediate,Upskill,30,4,61.75,3.3,146.02,5,98.61,52,0.13333333333333333,0.8666666666666667,0.75,0.49,0.4206428571428572,Medium,Video,Night
4018,46,Male,Chile,University,Unemployed,Marketing,Advanced,Hobby,39,16,78.53,2.82,289.62,7,32.27,12,0.41025641025641024,0.5897435897435898,0.92,0.25,0.6141369230769231,Medium,Text,Night
4019,37,Male,Argentina,Basic,Employed,Marketing,Intermediate,Upskill,6,4,64.76,2.63,167.11,12,75.5,51,0.6666666666666666,0.33333333333333337,0.11,0.41,0.6086628571428572,Medium,Video,Morning
4020,62,Female,Chile,Master,Employed,Marketing,Beginner,Hobby,7,1,31.13,4.91,67.02,1,6.42,61,0.14285714285714285,0.8571428571428572,0.1,0.42,0.1465457142857143,Long,Text,Night
4021,22,Female,Argentina,Intermediate,Employed,AI,Advanced,Upskill,19,2,23.2,2.56,294.5,1,93.61,16,0.10526315789473684,0.8947368421052632,0.97,0.76,0.29340751879699245,Medium,Mixed,Night
4022,30,Male,Spain,University,Unemployed,Web Dev,Advanced,Hobby,37,13,84.58,3.88,296.24,1,38.94,22,0.35135135135135137,0.6486486486486487,0.55,0.94,0.4059939768339768,Medium,Mixed,Morning
4023,64,Male,Colombia,University,Unemployed,Web Dev,Intermediate,Hobby,7,6,67.53,3.95,261.29,8,116.05,38,0.8571428571428571,0.1428571428571429,0.26,0.1,0.6156314285714285,Long,Video,Afternoon
4024,33,Other,Chile,Intermediate,Student,Data Science,Advanced,Upskill,46,12,74.68,3.75,85.6,7,57.79,83,0.2608695652173913,0.7391304347826086,0.84,0.23,0.5456208695652174,Medium,Mixed,Morning
4025,43,Male,Chile,Intermediate,Student,Data Science,Intermediate,Hobby,15,13,85.45,4.73,89.04,3,35.28,81,0.8666666666666667,0.1333333333333333,0.01,0.94,0.49718571428571434,Short,Video,Morning
4026,36,Male,Mexico,University,Employed,Web Dev,Beginner,Career Change,11,0,68.27,3.32,295.73,1,58.65,59,0.0,1.0,0.07,0.68,0.17196857142857144,Short,Video,Morning
4027,49,Female,Chile,Master,Student,AI,Beginner,Career Change,27,15,88.31,3.98,296.93,12,115.3,24,0.5555555555555556,0.4444444444444444,0.79,0.22,0.7584295238095238,Short,Text,Afternoon
4028,49,Female,Spain,Master,Employed,AI,Intermediate,Hobby,1,0,89.63,3.8,123.38,6,102.61,34,0.0,1.0,0.47,0.69,0.40183142857142856,Long,Mixed,Afternoon
4029,61,Female,Spain,University,Student,Cybersecurity,Intermediate,Career Change,33,10,60.7,4.27,177.54,2,105.34,27,0.30303030303030304,0.696969696969697,0.83,0.5,0.4211662337662338,Short,Text,Morning
4030,62,Other,Chile,Basic,Student,Data Science,Intermediate,Hobby,30,27,44.23,2.95,168.9,3,28.56,85,0.9,0.09999999999999998,0.88,0.29,0.5987457142857143,Short,Text,Morning
4031,27,Other,Mexico,Basic,Unemployed,Data Science,Intermediate,Career Change,42,25,69.13,4.08,37.5,2,53.91,85,0.5952380952380952,0.40476190476190477,0.29,0.19,0.41768857142857146,Medium,Video,Afternoon
4032,48,Female,Spain,University,Employed,Data Science,Advanced,Hobby,19,3,38.15,3.76,81.56,8,65.02,77,0.15789473684210525,0.8421052631578947,0.15,0.15,0.32509699248120294,Short,Text,Night
4033,20,Other,Colombia,Intermediate,Employed,Cybersecurity,Intermediate,Career Change,47,20,57.33,3.34,289.31,2,96.3,41,0.425531914893617,0.574468085106383,0.08,0.17,0.30117671732522794,Long,Video,Morning
4034,56,Male,Spain,Master,Unemployed,AI,Intermediate,Hobby,35,14,99.22,3.98,35.06,12,22.25,81,0.4,0.6,0.66,0.77,0.7075828571428571,Long,Video,Morning
4035,33,Other,Colombia,Master,Unemployed,Web Dev,Advanced,Hobby,2,1,54.97,2.71,76.19,8,115.51,38,0.5,0.5,0.07,0.81,0.44536857142857145,Medium,Mixed,Morning
4036,49,Other,Chile,Basic,Employed,Web Dev,Intermediate,Upskill,17,10,93.8,4.34,10.58,7,62.5,30,0.5882352941176471,0.4117647058823529,0.58,0.73,0.6300705882352942,Short,Video,Afternoon
4037,63,Female,Colombia,Basic,Student,Data Science,Beginner,Career Change,8,4,13.8,3.27,242.13,10,98.49,20,0.5,0.5,0.02,0.46,0.3958857142857143,Short,Video,Morning
4038,60,Male,Mexico,Intermediate,Student,Cybersecurity,Advanced,Upskill,26,2,98.08,2.56,159.04,2,100.28,35,0.07692307692307693,0.9230769230769231,0.73,0.58,0.40809406593406594,Long,Video,Morning
4039,20,Male,Colombia,Basic,Employed,Web Dev,Beginner,Career Change,40,33,54.51,3.99,254.68,8,46.06,87,0.825,0.17500000000000004,0.01,0.72,0.5299485714285713,Long,Video,Afternoon
4040,62,Male,Mexico,Basic,Student,Web Dev,Intermediate,Career Change,48,43,49.48,3.86,212.13,1,53.86,36,0.8958333333333334,0.10416666666666663,0.77,0.44,0.5431385714285715,Short,Mixed,Morning
4041,35,Other,Colombia,Basic,Unemployed,Marketing,Intermediate,Hobby,49,25,90.24,4.34,55.76,3,71.87,20,0.5102040816326531,0.4897959183673469,0.64,0.21,0.5258269387755102,Short,Mixed,Morning
4042,61,Female,Colombia,Intermediate,Employed,Marketing,Advanced,Hobby,28,3,81.76,3.3,30.79,7,39.32,9,0.10714285714285714,0.8928571428571429,0.31,0.13,0.4076628571428572,Medium,Mixed,Night
4043,61,Female,Argentina,Master,Unemployed,Marketing,Advanced,Upskill,35,20,35.79,4.78,139.27,7,26.33,71,0.5714285714285714,0.4285714285714286,0.9,0.57,0.5730085714285714,Medium,Video,Night
4044,64,Female,Spain,Master,Employed,Data Science,Beginner,Hobby,48,17,59.5,2.88,59.25,7,76.61,86,0.3541666666666667,0.6458333333333333,0.44,0.51,0.46325000000000005,Medium,Video,Night
4045,45,Male,Colombia,Master,Unemployed,Data Science,Advanced,Career Change,44,22,29.68,2.7,235.81,8,53.13,28,0.5,0.5,0.16,0.34,0.4127885714285714,Long,Mixed,Night
4046,23,Male,Colombia,Master,Employed,Web Dev,Beginner,Hobby,44,23,10.48,3.16,125.27,1,71.1,36,0.5227272727272727,0.4772727272727273,0.79,0.75,0.3572067532467532,Medium,Mixed,Night
4047,55,Male,Mexico,Master,Student,Web Dev,Advanced,Upskill,3,1,45.32,3.05,133.12,10,10.18,52,0.3333333333333333,0.6666666666666667,0.02,0.22,0.4089257142857142,Short,Mixed,Afternoon
4048,57,Female,Argentina,University,Employed,Data Science,Intermediate,Career Change,46,3,75.91,4.01,205.12,5,9.3,4,0.06521739130434782,0.9347826086956522,0.15,0.33,0.3085280745341615,Medium,Text,Afternoon
4049,25,Male,Argentina,Basic,Employed,Web Dev,Advanced,Hobby,27,25,21.85,3.22,292.75,5,109.09,9,0.9259259259259259,0.07407407407407407,0.3,0.69,0.48862063492063496,Long,Video,Afternoon
4050,21,Male,Colombia,Intermediate,Unemployed,Marketing,Advanced,Career Change,29,11,86.89,3.66,61.24,5,51.86,25,0.3793103448275862,0.6206896551724138,0.21,0.73,0.436715960591133,Long,Video,Night
4051,37,Female,Mexico,University,Employed,Web Dev,Advanced,Hobby,42,9,11.09,3.65,159.22,5,32.36,18,0.21428571428571427,0.7857142857142857,0.18,0.65,0.22960857142857144,Short,Video,Night
4052,37,Other,Mexico,Intermediate,Student,AI,Intermediate,Career Change,36,4,63.13,4.55,77.17,3,110.07,22,0.1111111111111111,0.8888888888888888,0.9,0.4,0.40387904761904764,Long,Text,Morning
4053,19,Male,Mexico,Basic,Student,Data Science,Intermediate,Upskill,32,25,91.62,3.21,256.21,3,11.99,22,0.78125,0.21875,0.11,0.59,0.5039007142857144,Long,Video,Night
4054,43,Female,Colombia,Master,Unemployed,Web Dev,Intermediate,Career Change,3,1,63.84,4.6,88.01,1,45.39,23,0.3333333333333333,0.6666666666666667,0.49,0.85,0.34710857142857143,Medium,Video,Morning
4055,55,Other,Colombia,University,Employed,Cybersecurity,Advanced,Hobby,44,24,66.01,4.67,94.93,7,14.61,81,0.5454545454545454,0.4545454545454546,0.55,0.14,0.5556563636363636,Medium,Text,Afternoon
4056,60,Male,Spain,University,Student,Web Dev,Beginner,Career Change,8,4,89.61,3.23,45.7,12,105.76,47,0.5,0.5,0.22,0.19,0.6303628571428571,Medium,Mixed,Night
4057,39,Male,Mexico,University,Employed,Web Dev,Advanced,Career Change,30,10,11.93,3.57,146.95,3,8.61,13,0.3333333333333333,0.6666666666666667,0.28,0.52,0.24414571428571427,Short,Video,Afternoon
4058,32,Female,Spain,University,Employed,AI,Beginner,Upskill,2,1,53.96,4.91,251.76,8,31.98,52,0.5,0.5,0.95,0.66,0.6193485714285714,Medium,Text,Afternoon
4059,25,Male,Chile,University,Unemployed,Cybersecurity,Advanced,Upskill,40,15,65.09,3.85,25.17,6,51.71,21,0.375,0.625,0.57,0.5,0.48525142857142856,Medium,Mixed,Night
4060,55,Male,Colombia,Basic,Unemployed,Marketing,Beginner,Hobby,34,25,87.0,2.93,50.73,1,10.18,85,0.7352941176470589,0.2647058823529411,0.68,0.18,0.5520168067226892,Short,Text,Night
4061,59,Female,Chile,Master,Student,Web Dev,Beginner,Upskill,45,22,45.84,4.34,12.38,7,18.1,30,0.4888888888888889,0.5111111111111111,0.79,0.23,0.5463466666666668,Short,Video,Night
4062,35,Male,Spain,Intermediate,Student,Data Science,Beginner,Hobby,20,7,21.71,4.87,166.48,3,106.3,60,0.35,0.65,0.75,0.71,0.3627057142857143,Short,Video,Afternoon
4063,42,Male,Colombia,University,Employed,Data Science,Advanced,Upskill,49,35,81.82,3.61,171.39,13,30.58,47,0.7142857142857143,0.2857142857142857,0.75,0.1,0.8064971428571429,Short,Video,Night
4064,56,Female,Spain,University,Unemployed,Data Science,Advanced,Upskill,25,10,72.02,4.36,124.07,9,102.46,12,0.4,0.6,0.17,0.14,0.4908971428571428,Long,Text,Morning
4065,18,Male,Spain,Basic,Student,Marketing,Advanced,Career Change,3,1,14.16,3.67,178.06,4,105.45,43,0.3333333333333333,0.6666666666666667,0.49,0.82,0.3120342857142857,Medium,Video,Morning
4066,64,Female,Mexico,Intermediate,Student,Data Science,Intermediate,Hobby,29,8,85.66,3.75,24.63,12,75.84,79,0.27586206896551724,0.7241379310344828,0.94,0.56,0.6992214778325123,Short,Video,Morning
4067,44,Female,Mexico,Basic,Student,Data Science,Intermediate,Career Change,29,0,30.33,3.9,273.25,5,89.2,45,0.0,1.0,0.75,0.23,0.31780285714285716,Long,Mixed,Afternoon
4068,19,Other,Spain,Basic,Employed,Cybersecurity,Advanced,Hobby,2,0,52.04,3.52,187.96,1,78.74,17,0.0,1.0,0.11,0.93,0.14750857142857143,Medium,Mixed,Morning
4069,25,Other,Argentina,Basic,Unemployed,Marketing,Beginner,Career Change,11,3,50.08,3.16,124.73,2,87.46,72,0.2727272727272727,0.7272727272727273,0.8,0.78,0.3848353246753247,Short,Mixed,Afternoon
4070,25,Other,Argentina,Intermediate,Employed,Cybersecurity,Advanced,Hobby,9,1,64.84,4.28,144.96,9,71.87,75,0.1111111111111111,0.8888888888888888,0.06,0.92,0.3678704761904762,Short,Text,Morning
4071,22,Other,Colombia,Basic,Unemployed,Marketing,Beginner,Upskill,20,19,85.33,2.87,145.47,12,54.82,87,0.95,0.050000000000000044,0.85,0.66,0.8828028571428571,Long,Mixed,Morning
4072,19,Female,Spain,University,Student,Marketing,Beginner,Hobby,44,40,13.27,3.72,199.93,5,78.28,18,0.9090909090909091,0.09090909090909094,0.46,0.45,0.4984101298701299,Medium,Mixed,Afternoon
4073,28,Other,Chile,Basic,Employed,AI,Advanced,Career Change,2,1,48.32,4.7,206.51,8,98.65,72,0.5,0.5,0.12,0.3,0.44206857142857137,Long,Text,Night
4074,21,Female,Spain,Master,Unemployed,Marketing,Intermediate,Hobby,49,33,90.29,4.58,17.8,9,19.6,54,0.673469387755102,0.326530612244898,0.06,0.47,0.5874779591836735,Long,Text,Night
4075,19,Female,Mexico,Master,Employed,Cybersecurity,Beginner,Upskill,43,7,31.56,4.61,290.73,6,113.08,45,0.16279069767441862,0.8372093023255813,0.24,0.63,0.28852863787375416,Long,Mixed,Afternoon
4076,38,Male,Chile,Master,Unemployed,Marketing,Beginner,Upskill,38,18,43.94,4.12,65.02,2,7.37,61,0.47368421052631576,0.5263157894736843,0.42,0.25,0.35684240601503764,Long,Video,Night
4077,60,Female,Chile,Intermediate,Unemployed,Marketing,Advanced,Career Change,30,8,72.4,4.51,82.51,12,15.94,73,0.26666666666666666,0.7333333333333334,0.29,0.99,0.5399428571428572,Long,Mixed,Morning
4078,43,Male,Colombia,Intermediate,Employed,AI,Advanced,Hobby,31,22,30.01,3.79,25.35,12,84.98,43,0.7096774193548387,0.29032258064516125,0.23,0.69,0.5760660829493087,Long,Mixed,Night
4079,40,Female,Mexico,Basic,Employed,Cybersecurity,Advanced,Career Change,24,0,10.37,3.24,62.74,6,77.7,58,0.0,1.0,0.5,0.27,0.24931142857142857,Medium,Video,Afternoon
4080,26,Other,Mexico,Basic,Student,AI,Beginner,Career Change,43,17,82.54,3.55,79.41,11,67.3,71,0.3953488372093023,0.6046511627906976,0.68,0.27,0.6553989368770764,Short,Video,Morning
4081,30,Female,Mexico,University,Employed,Data Science,Beginner,Hobby,7,1,80.85,4.37,194.78,12,86.3,54,0.14285714285714285,0.8571428571428572,0.79,0.55,0.6197,Long,Text,Afternoon
4082,29,Other,Colombia,Basic,Student,Data Science,Beginner,Career Change,10,4,40.22,3.23,138.01,5,44.07,10,0.4,0.6,0.52,0.39,0.4115828571428572,Medium,Mixed,Night
4083,43,Female,Colombia,Intermediate,Unemployed,AI,Beginner,Upskill,36,10,40.38,4.54,180.55,4,12.9,33,0.2777777777777778,0.7222222222222222,0.41,0.54,0.331807619047619,Medium,Video,Morning
4084,53,Other,Spain,Basic,Unemployed,Marketing,Advanced,Hobby,6,2,81.8,4.57,170.2,4,16.7,87,0.3333333333333333,0.6666666666666667,0.0,0.51,0.3493142857142857,Long,Mixed,Morning
4085,50,Female,Argentina,Intermediate,Employed,Data Science,Beginner,Hobby,42,9,82.85,3.09,238.51,9,94.11,89,0.21428571428571427,0.7857142857142857,0.13,0.3,0.4488428571428571,Medium,Text,Night
4086,62,Male,Colombia,Basic,Unemployed,Web Dev,Advanced,Career Change,42,20,64.35,3.14,112.74,9,5.97,45,0.47619047619047616,0.5238095238095238,0.6,0.27,0.5844142857142857,Medium,Text,Night
4087,52,Other,Colombia,Intermediate,Unemployed,Cybersecurity,Intermediate,Career Change,20,15,33.2,3.48,255.98,2,18.37,30,0.75,0.25,0.76,0.17,0.4862571428571429,Short,Mixed,Afternoon
4088,18,Other,Mexico,Master,Student,Web Dev,Intermediate,Upskill,19,6,30.06,3.83,99.21,7,29.23,85,0.3157894736842105,0.6842105263157895,0.14,0.65,0.3328568421052631,Short,Text,Morning
4089,18,Male,Chile,Master,Student,Marketing,Intermediate,Upskill,17,15,52.89,3.78,281.03,3,118.34,51,0.8823529411764706,0.11764705882352944,0.66,0.68,0.5667715966386555,Long,Video,Night
4090,42,Male,Spain,University,Student,Web Dev,Intermediate,Hobby,19,12,44.18,4.41,261.18,4,109.03,73,0.631578947368421,0.368421052631579,0.49,0.99,0.461547969924812,Long,Video,Morning
4091,55,Male,Spain,University,Unemployed,Web Dev,Beginner,Career Change,12,2,96.35,2.87,133.35,3,71.56,61,0.16666666666666666,0.8333333333333334,0.75,0.7,0.4569857142857143,Long,Text,Night
4092,59,Male,Spain,Intermediate,Unemployed,Marketing,Intermediate,Hobby,42,33,63.3,4.56,93.19,3,118.75,55,0.7857142857142857,0.2142857142857143,0.72,0.3,0.5706,Long,Text,Night
4093,30,Other,Chile,Basic,Employed,Web Dev,Intermediate,Career Change,41,32,24.15,4.89,183.3,2,13.74,71,0.7804878048780488,0.2195121951219512,0.56,0.49,0.4373034843205575,Medium,Text,Afternoon
4094,57,Other,Spain,Basic,Student,AI,Beginner,Upskill,1,0,41.83,3.99,195.42,12,51.54,8,0.0,1.0,0.16,0.95,0.3728028571428571,Short,Mixed,Morning
4095,43,Female,Mexico,University,Unemployed,Data Science,Intermediate,Upskill,23,13,29.84,2.57,174.14,9,43.56,49,0.5652173913043478,0.4347826086956522,0.1,0.14,0.4421023602484472,Short,Video,Morning
4096,63,Other,Colombia,Intermediate,Unemployed,Web Dev,Advanced,Career Change,25,14,74.47,3.43,50.0,13,31.88,13,0.56,0.43999999999999995,0.65,0.76,0.7255114285714286,Medium,Mixed,Morning
4097,61,Other,Argentina,Master,Employed,Marketing,Intermediate,Career Change,15,2,89.58,3.74,127.41,9,99.4,57,0.13333333333333333,0.8666666666666667,0.29,0.61,0.4700171428571428,Long,Text,Afternoon
4098,52,Male,Argentina,Basic,Employed,Cybersecurity,Advanced,Hobby,19,9,94.07,4.3,29.01,1,20.29,45,0.47368421052631576,0.5263157894736843,0.67,0.37,0.4856738345864661,Long,Video,Afternoon
4099,33,Female,Colombia,University,Employed,Web Dev,Advanced,Upskill,19,12,54.89,3.54,276.85,4,13.02,46,0.631578947368421,0.368421052631579,0.92,0.17,0.568967969924812,Medium,Mixed,Morning
4100,38,Other,Chile,Intermediate,Unemployed,AI,Intermediate,Career Change,6,5,35.91,2.75,88.78,13,112.66,49,0.8333333333333334,0.16666666666666663,0.08,0.85,0.6163914285714286,Medium,Mixed,Morning
4101,22,Other,Spain,Intermediate,Employed,Marketing,Intermediate,Upskill,19,7,86.77,2.7,277.23,9,10.75,0,0.3684210526315789,0.631578947368421,0.26,0.85,0.5289234586466165,Short,Mixed,Afternoon
4102,49,Male,Chile,Master,Employed,Data Science,Beginner,Upskill,34,27,35.05,3.22,84.87,10,25.1,68,0.7941176470588235,0.20588235294117652,0.78,0.74,0.6786210084033614,Long,Text,Afternoon
4103,60,Female,Argentina,University,Student,Marketing,Intermediate,Career Change,34,12,61.5,4.42,269.96,8,19.89,24,0.35294117647058826,0.6470588235294117,0.91,0.5,0.5823109243697479,Long,Video,Afternoon
4104,50,Male,Argentina,Intermediate,Unemployed,AI,Beginner,Hobby,27,12,29.95,4.82,76.53,8,50.28,64,0.4444444444444444,0.5555555555555556,0.67,0.2,0.49866190476190475,Short,Video,Night
4105,49,Other,Mexico,University,Unemployed,Cybersecurity,Beginner,Hobby,25,6,40.32,4.61,212.82,11,110.34,82,0.24,0.76,0.9,1.0,0.5683542857142857,Short,Video,Afternoon
4106,47,Female,Argentina,University,Employed,AI,Advanced,Career Change,22,4,36.44,4.88,263.6,13,61.25,49,0.18181818181818182,0.8181818181818181,0.71,0.66,0.5479968831168831,Long,Mixed,Morning
4107,55,Female,Spain,Basic,Employed,Web Dev,Beginner,Career Change,35,31,35.48,3.93,42.02,12,16.33,22,0.8857142857142857,0.11428571428571432,0.41,0.71,0.6758171428571428,Long,Text,Night
4108,64,Other,Argentina,Intermediate,Unemployed,Cybersecurity,Intermediate,Upskill,46,28,54.57,4.53,88.07,13,13.25,85,0.6086956521739131,0.3913043478260869,0.35,0.9,0.6403201242236025,Medium,Mixed,Morning
4109,35,Female,Argentina,Master,Employed,Data Science,Advanced,Upskill,20,7,34.51,3.59,278.98,10,90.71,88,0.35,0.65,0.16,0.26,0.4203057142857143,Short,Text,Afternoon
4110,27,Male,Argentina,Intermediate,Unemployed,Cybersecurity,Beginner,Upskill,40,15,25.96,3.46,65.59,4,74.49,59,0.375,0.625,0.98,0.58,0.4461342857142857,Short,Mixed,Night
4111,30,Other,Chile,Master,Unemployed,Data Science,Beginner,Career Change,35,16,84.42,3.31,147.92,8,52.38,56,0.45714285714285713,0.5428571428571429,0.0,0.97,0.4774114285714285,Medium,Mixed,Morning
